ID,Godzina rozpoczęcia,Godzina ukończenia,Adres e-mail,Nazwa,Czas ostatniej modyfikacji,Na jakim poziomie stanowiska pracujesz w Legii Warszawa,Jaki jest Twój staż pracy w Legii,"Kiedy myślisz „sztuczna inteligencja”, „AI”, jakie są Twoje pierwsze skojarzenia? Zapisz słowa, hasła, które przychodzą Ci go głowy","Generatory tekstu (np. ChatGPT, Gemini, Grok, Perplexity) ","Generatory obrazów (np. Midjourney, DALL-E, Sora) ","Asystenci głosowi (np. Siri, Asystent Google) ","Asystenci spotkań (narzędzia podsumowujące spotkania online Teams, Google, Fireflies) ","Czy korzystasz obecnie z narzędzi opartych na sztucznej inteligencji/ AI?
","Jak często używasz narzędzi opartych na AI?
","Do czego wykorzystujesz AI? Wskaż wszystkie opcje, z których korzystasz:
","Jak oceniasz obsługę znanych Ci narzędzi AI na bazie swoich doświadczeń?
","Czy widzisz realną potrzebę wykorzystania rozwiązań AI w swojej codziennej pracy?
","Jakie są Twoje odczucia wobec możliwości wykorzystywania AI w Twoim miejscu pracy, na Twoim stanowisku?
","Poniżej wskazano potencjalne korzyści z wykorzystania AI w miejscu pracy. Uszereguj je od najbardziej do najmniej przydatnego w Twojej pracy
","Brak wiedzy i umiejętności – nie wiem, jak efektywnie wykorzystywać AI w mojej pracy ",Brak dostępu – klub nie zapewnia narzędzi AI przydatnych w mojej pracy ,"Brak wytycznych – nie mam jasności, jak bezpiecznie i etycznie używać AI  ","Wątpliwości – obawiam się o bezpieczeństwo danych i wiarygodność informacji, które podaje AI ",Brak czasu – obowiązki nie pozwalają mi na wdrażanie nowych narzędzi ,Brak potrzeby – na moim stanowisku wsparcie AI jest zbędne ,"Czego chciał_byś się dowiedzieć, nauczyć, aby korzystać z AI w pracy w efektywny sposób?

","Czy dotychczas korzystał_ś z jakichś usług/ produktów uzupełniających wiedzę, podnoszących kompetencje w obszarze sztucznej inteligencji/ AI?
"
48,10/20/25 13:06:25,10/20/25 13:10:22,anonymous,,,"Mam stanowisko specjalistyczne (jestem członkiem zespołu, realizuję zadania pod kierunkiem osoby zarządzającej zespołem)",więcej niż 6 lat,Zwiększenie efektywności pracy,Korzystam obecnie,Korzystał_m kiedyś,Korzystam obecnie,Korzystam obecnie,"Tak, zarówno w życiu prywatnym jak i w pracy",Kilka razy dziennie,"Tworzenie tekstów lub treści (np. raporty, e-maile, prezentacje);Wyszukiwanie i podsumowywanie informacji;",5,Tak,Postrzegam AI jako szansę – może odciążyć mnie od rutyny i wspierać kreatywność oraz działania strategiczne.,"Efektywność – szybsza realizacja codziennych zadań. ;Jakość – lepsze, bardziej precyzyjne efekty mojej pracy. ;Zaangażowanie – możliwość skupienia się na zadaniach o większym znaczeniu dla zespołu i dla klubu;Organizacja – lepsze planowanie, priorytetyzacja i zarządzanie zadaniami.;Motywacja – mniej monotonnych i powtarzalnych zadań ;Decyzje – łatwiejsze podejmowanie istotnych decyzji dzięki analizie danych;",Zdecydowanie się nie zgadzam ,Raczej się zgadzam ,Zdecydowanie się nie zgadzam ,Zdecydowanie się nie zgadzam ,Zdecydowanie się nie zgadzam ,Zdecydowanie się nie zgadzam ,,"Tak, brał_m udział w kursach/szkoleniach;Tak, czytał_m książki/ publikacje naukowe;"
49,10/20/25 12:54:16,10/20/25 13:51:58,anonymous,,,"Zarządzam zespołem lub projektem (mam samodzielne stanowisko lub mam podległe osoby, odpowiadam za ich pracę, raportuję do Zarządu)",od 1 do 3 lat,"szybkie znalezienie odpowiedzi, pomoc w wyszukiwaniu informacji ",Korzystam obecnie,Nigdy nie korzystał_m ,Korzystam obecnie,Korzystał_m kiedyś,"Tak, zarówno w życiu prywatnym jak i w pracy",Kilka razy w tygodniu,Analiza danych;Wyszukiwanie i podsumowywanie informacji;,3,Tak,"AI mnie ciekawi – chciał_bym sprawdzić, jak AI może usprawnić moją pracę.","Jakość – lepsze, bardziej precyzyjne efekty mojej pracy. ;Efektywność – szybsza realizacja codziennych zadań. ;Decyzje – łatwiejsze podejmowanie istotnych decyzji dzięki analizie danych;Motywacja – mniej monotonnych i powtarzalnych zadań ;Zaangażowanie – możliwość skupienia się na zadaniach o większym znaczeniu dla zespołu i dla klubu;Organizacja – lepsze planowanie, priorytetyzacja i zarządzanie zadaniami.;",Neutralnie,Raczej się zgadzam ,Zdecydowanie się zgadzam ,Raczej się zgadzam ,Neutralnie,Raczej się nie zgadzam ,"Podstawy działania AI i narzędzi generatywnych, Analiza danych , Kreatywne wykorzystanie AI","Tak, oglądał_m przewodniki, filmy na YouTube lub innych kanałach;"
50,10/20/25 14:41:29,10/20/25 14:48:13,anonymous,,,"Zarządzam zespołem lub projektem (mam samodzielne stanowisko lub mam podległe osoby, odpowiadam za ich pracę, raportuję do Zarządu)",od 1 do 3 lat,"ułatwienie, przyspieszenie pracy, niepewność co do źródła informacji",Korzystam obecnie,Nigdy nie korzystał_m ,Korzystam obecnie,Nigdy nie korzystał_m ,"Tak, zarówno w życiu prywatnym jak i w pracy",Kilka razy w tygodniu,"Wyszukiwanie i podsumowywanie informacji;Tworzenie tekstów lub treści (np. raporty, e-maile, prezentacje);Analiza danych;",3,Tak,"AI mnie ciekawi – chciał_bym sprawdzić, jak AI może usprawnić moją pracę.","Zaangażowanie – możliwość skupienia się na zadaniach o większym znaczeniu dla zespołu i dla klubu;Efektywność – szybsza realizacja codziennych zadań. ;Jakość – lepsze, bardziej precyzyjne efekty mojej pracy. ;Organizacja – lepsze planowanie, priorytetyzacja i zarządzanie zadaniami.;Decyzje – łatwiejsze podejmowanie istotnych decyzji dzięki analizie danych;Motywacja – mniej monotonnych i powtarzalnych zadań ;",Raczej się zgadzam ,Raczej się zgadzam ,Neutralnie,Raczej się zgadzam ,Raczej się nie zgadzam ,Raczej się nie zgadzam ,"jak wykorzystać AI w zadaniach powtarzalnych i odtwórczych, a czasochłonnych","Tak, oglądał_m przewodniki, filmy na YouTube lub innych kanałach;"
51,10/20/25 15:34:08,10/20/25 15:37:32,anonymous,,,"Zarządzam zespołem lub projektem (mam samodzielne stanowisko lub mam podległe osoby, odpowiadam za ich pracę, raportuję do Zarządu)",od 1 do 3 lat,"pomoc, narzędzie, codzienność, ryzyko",Korzystam obecnie,Nigdy nie korzystał_m ,Korzystam obecnie,Korzystam obecnie,"Tak, zarówno w życiu prywatnym jak i w pracy",Kilka razy dziennie,"Tworzenie tekstów lub treści (np. raporty, e-maile, prezentacje);Analiza danych;Wyszukiwanie i podsumowywanie informacji;Wsparcie w podejmowaniu decyzji;",5,Tak,Postrzegam AI jako szansę – może odciążyć mnie od rutyny i wspierać kreatywność oraz działania strategiczne.,"Efektywność – szybsza realizacja codziennych zadań. ;Organizacja – lepsze planowanie, priorytetyzacja i zarządzanie zadaniami.;Zaangażowanie – możliwość skupienia się na zadaniach o większym znaczeniu dla zespołu i dla klubu;Decyzje – łatwiejsze podejmowanie istotnych decyzji dzięki analizie danych;Jakość – lepsze, bardziej precyzyjne efekty mojej pracy. ;Motywacja – mniej monotonnych i powtarzalnych zadań ;",Raczej się nie zgadzam ,Zdecydowanie się zgadzam ,Zdecydowanie się nie zgadzam ,Raczej się nie zgadzam ,Zdecydowanie się nie zgadzam ,Zdecydowanie się nie zgadzam ,,Nie korzystał_m z żadnych usług/ produktów;
52,10/21/25 16:19:58,10/21/25 16:22:51,anonymous,,,"Mam stanowisko specjalistyczne (jestem członkiem zespołu, realizuję zadania pod kierunkiem osoby zarządzającej zespołem)",więcej niż 6 lat,"możliwość, wsparcie, chat",Korzystam obecnie,Korzystam obecnie,Korzystał_m kiedyś,Nigdy nie korzystał_m ,"Tak, zarówno w życiu prywatnym jak i w pracy",Kilka razy dziennie,"Tworzenie tekstów lub treści (np. raporty, e-maile, prezentacje);Analiza danych;Automatyzacja powtarzalnych zadań;Wyszukiwanie i podsumowywanie informacji;",4,Tak,Postrzegam AI jako szansę – może odciążyć mnie od rutyny i wspierać kreatywność oraz działania strategiczne.,"Efektywność – szybsza realizacja codziennych zadań. ;Jakość – lepsze, bardziej precyzyjne efekty mojej pracy. ;Organizacja – lepsze planowanie, priorytetyzacja i zarządzanie zadaniami.;Decyzje – łatwiejsze podejmowanie istotnych decyzji dzięki analizie danych;Zaangażowanie – możliwość skupienia się na zadaniach o większym znaczeniu dla zespołu i dla klubu;Motywacja – mniej monotonnych i powtarzalnych zadań ;",Zdecydowanie się nie zgadzam ,Raczej się zgadzam ,Raczej się nie zgadzam ,Raczej się nie zgadzam ,Raczej się nie zgadzam ,Zdecydowanie się nie zgadzam ,,"Tak, brał_m udział w kursach/szkoleniach;Tak, oglądał_m przewodniki, filmy na YouTube lub innych kanałach;"
53,10/21/25 16:19:57,10/21/25 16:24:07,anonymous,,,"Zarządzam zespołem lub projektem (mam samodzielne stanowisko lub mam podległe osoby, odpowiadam za ich pracę, raportuję do Zarządu)",od 1 do 3 lat,"chat gpt, automatyzacja, odpowiedź na pytanie, przyspieszenie, halucynacja",Korzystam obecnie,Korzystał_m kiedyś,Korzystał_m kiedyś,Nigdy nie korzystał_m ,"Tak, zarówno w życiu prywatnym jak i w pracy",Kilka razy dziennie,"Tworzenie tekstów lub treści (np. raporty, e-maile, prezentacje);Wyszukiwanie i podsumowywanie informacji;Wsparcie w podejmowaniu decyzji;",5,Tak,Postrzegam AI jako szansę – może odciążyć mnie od rutyny i wspierać kreatywność oraz działania strategiczne.,"Decyzje – łatwiejsze podejmowanie istotnych decyzji dzięki analizie danych;Efektywność – szybsza realizacja codziennych zadań. ;Zaangażowanie – możliwość skupienia się na zadaniach o większym znaczeniu dla zespołu i dla klubu;Motywacja – mniej monotonnych i powtarzalnych zadań ;Organizacja – lepsze planowanie, priorytetyzacja i zarządzanie zadaniami.;Jakość – lepsze, bardziej precyzyjne efekty mojej pracy. ;",Raczej się nie zgadzam ,Raczej się zgadzam ,Raczej się nie zgadzam ,Raczej się zgadzam ,Zdecydowanie się nie zgadzam ,Zdecydowanie się nie zgadzam ,właściwe promptowanie,"Tak, brał_m udział w kursach/szkoleniach;Tak, oglądał_m przewodniki, filmy na YouTube lub innych kanałach;"
54,10/21/25 16:20:38,10/21/25 16:24:39,anonymous,,,"Mam stanowisko specjalistyczne (jestem członkiem zespołu, realizuję zadania pod kierunkiem osoby zarządzającej zespołem)",od 1 do 3 lat,"pomoc, aplikcja, system ",Korzystam obecnie,Nigdy nie korzystał_m ,Korzystam obecnie,Nigdy nie korzystał_m ,"Tak, zarówno w życiu prywatnym jak i w pracy",Kilka razy w tygodniu,"Tworzenie tekstów lub treści (np. raporty, e-maile, prezentacje);Wsparcie w podejmowaniu decyzji;",4,Tak,"AI mnie ciekawi – chciał_bym sprawdzić, jak AI może usprawnić moją pracę.","Efektywność – szybsza realizacja codziennych zadań. ;Jakość – lepsze, bardziej precyzyjne efekty mojej pracy. ;Organizacja – lepsze planowanie, priorytetyzacja i zarządzanie zadaniami.;Zaangażowanie – możliwość skupienia się na zadaniach o większym znaczeniu dla zespołu i dla klubu;Decyzje – łatwiejsze podejmowanie istotnych decyzji dzięki analizie danych;Motywacja – mniej monotonnych i powtarzalnych zadań ;",Raczej się nie zgadzam ,Neutralnie,Raczej się nie zgadzam ,Neutralnie,Zdecydowanie się nie zgadzam ,Neutralnie,,"Tak, brał_m udział w kursach/szkoleniach;Tak, oglądał_m przewodniki, filmy na YouTube lub innych kanałach;"
55,10/21/25 16:21:25,10/21/25 16:25:49,anonymous,,,"Zarządzam zespołem lub projektem (mam samodzielne stanowisko lub mam podległe osoby, odpowiadam za ich pracę, raportuję do Zarządu)",od 3 do 6 lat,"ułatwienie, przyspieszenie",Korzystam obecnie,Korzystam obecnie,Nigdy nie korzystał_m ,Nigdy nie korzystał_m ,"Tak, zarówno w życiu prywatnym jak i w pracy",Kilka razy dziennie,"Tworzenie tekstów lub treści (np. raporty, e-maile, prezentacje);Analiza danych;Automatyzacja powtarzalnych zadań;Wyszukiwanie i podsumowywanie informacji;",4,Tak,Postrzegam AI jako szansę – może odciążyć mnie od rutyny i wspierać kreatywność oraz działania strategiczne.,"Efektywność – szybsza realizacja codziennych zadań. ;Jakość – lepsze, bardziej precyzyjne efekty mojej pracy. ;Motywacja – mniej monotonnych i powtarzalnych zadań ;Zaangażowanie – możliwość skupienia się na zadaniach o większym znaczeniu dla zespołu i dla klubu;Decyzje – łatwiejsze podejmowanie istotnych decyzji dzięki analizie danych;Organizacja – lepsze planowanie, priorytetyzacja i zarządzanie zadaniami.;",Neutralnie,Neutralnie,Neutralnie,Neutralnie,Neutralnie,Neutralnie,,Nie korzystał_m z żadnych usług/ produktów;
56,10/21/25 16:20:06,10/21/25 16:26:51,anonymous,,,"Mam stanowisko specjalistyczne (jestem członkiem zespołu, realizuję zadania pod kierunkiem osoby zarządzającej zespołem)",do 6 miesięcy,"generowanie, wsparcie",Korzystam obecnie,Nigdy nie korzystał_m ,Nigdy nie korzystał_m ,Korzystam obecnie,"Tak, tylko w życiu prywatnym",Kilka razy w miesiącu,Wyszukiwanie i podsumowywanie informacji;,4,Nie,"Obawiam się, że AI może w przyszłości zastąpić moje stanowisko i pozbawić mnie pracy.","Efektywność – szybsza realizacja codziennych zadań. ;Decyzje – łatwiejsze podejmowanie istotnych decyzji dzięki analizie danych;Zaangażowanie – możliwość skupienia się na zadaniach o większym znaczeniu dla zespołu i dla klubu;Jakość – lepsze, bardziej precyzyjne efekty mojej pracy. ;Motywacja – mniej monotonnych i powtarzalnych zadań ;Organizacja – lepsze planowanie, priorytetyzacja i zarządzanie zadaniami.;",Neutralnie,Raczej się nie zgadzam ,Neutralnie,Raczej się zgadzam ,Raczej się nie zgadzam ,Neutralnie,,"Tak, oglądał_m przewodniki, filmy na YouTube lub innych kanałach;"
57,10/21/25 16:20:59,10/21/25 16:28:36,anonymous,,,"Mam stanowisko specjalistyczne (jestem członkiem zespołu, realizuję zadania pod kierunkiem osoby zarządzającej zespołem)",więcej niż 6 lat,"robota, automat",Korzystał_m kiedyś,Nigdy nie korzystał_m ,Nigdy nie korzystał_m ,Nigdy nie korzystał_m ,Nie korzystam z narzędzi opartych na sztucznej inteligencji,,,,Tak,"AI mnie ciekawi – chciał_bym sprawdzić, jak AI może usprawnić moją pracę.","Jakość – lepsze, bardziej precyzyjne efekty mojej pracy. ;Efektywność – szybsza realizacja codziennych zadań. ;Motywacja – mniej monotonnych i powtarzalnych zadań ;Zaangażowanie – możliwość skupienia się na zadaniach o większym znaczeniu dla zespołu i dla klubu;Decyzje – łatwiejsze podejmowanie istotnych decyzji dzięki analizie danych;Organizacja – lepsze planowanie, priorytetyzacja i zarządzanie zadaniami.;",Raczej się zgadzam ,Raczej się zgadzam ,Neutralnie,Zdecydowanie się zgadzam ,Neutralnie,Raczej się zgadzam ,wszystkiego,"Tak, oglądał_m przewodniki, filmy na YouTube lub innych kanałach;"
58,10/21/25 16:20:05,10/21/25 16:28:59,anonymous,,,"Mam stanowisko specjalistyczne (jestem członkiem zespołu, realizuję zadania pod kierunkiem osoby zarządzającej zespołem)",więcej niż 6 lat,"komputer, analiza, dane",Korzystam obecnie,Nigdy nie korzystał_m ,Nigdy nie korzystał_m ,Nigdy nie korzystał_m ,"Tak, zarówno w życiu prywatnym jak i w pracy",Kilka razy w tygodniu,"Tworzenie tekstów lub treści (np. raporty, e-maile, prezentacje);Wyszukiwanie i podsumowywanie informacji;",5,Tak,"AI jest dla mnie wyzwaniem – wymaga nauki i adaptacji, ale wspiera mój rozwój zawodowy.","Efektywność – szybsza realizacja codziennych zadań. ;Jakość – lepsze, bardziej precyzyjne efekty mojej pracy. ;Motywacja – mniej monotonnych i powtarzalnych zadań ;Zaangażowanie – możliwość skupienia się na zadaniach o większym znaczeniu dla zespołu i dla klubu;Decyzje – łatwiejsze podejmowanie istotnych decyzji dzięki analizie danych;Organizacja – lepsze planowanie, priorytetyzacja i zarządzanie zadaniami.;",Raczej się nie zgadzam ,Zdecydowanie się zgadzam ,Neutralnie,Raczej się nie zgadzam ,Raczej się nie zgadzam ,Raczej się nie zgadzam ,"efektywność, uzyskanie właściwej odpowiedzi, prawdziwość danych",Nie korzystał_m z żadnych usług/ produktów;
59,10/21/25 16:27:21,10/21/25 16:32:09,anonymous,,,"Mam stanowisko specjalistyczne (jestem członkiem zespołu, realizuję zadania pod kierunkiem osoby zarządzającej zespołem)",więcej niż 6 lat,narzędzie biznesowe,Korzystam obecnie,Korzystał_m kiedyś,Korzystał_m kiedyś,Korzystam obecnie,"Tak, zarówno w życiu prywatnym jak i w pracy",Kilka razy w tygodniu,"Tworzenie tekstów lub treści (np. raporty, e-maile, prezentacje);Wyszukiwanie i podsumowywanie informacji;Analiza danych;",5,Tak,Postrzegam AI jako szansę – może odciążyć mnie od rutyny i wspierać kreatywność oraz działania strategiczne.,"Efektywność – szybsza realizacja codziennych zadań. ;Organizacja – lepsze planowanie, priorytetyzacja i zarządzanie zadaniami.;Zaangażowanie – możliwość skupienia się na zadaniach o większym znaczeniu dla zespołu i dla klubu;Decyzje – łatwiejsze podejmowanie istotnych decyzji dzięki analizie danych;Jakość – lepsze, bardziej precyzyjne efekty mojej pracy. ;Motywacja – mniej monotonnych i powtarzalnych zadań ;",Zdecydowanie się nie zgadzam ,Zdecydowanie się nie zgadzam ,Raczej się nie zgadzam ,Raczej się nie zgadzam ,Raczej się nie zgadzam ,Zdecydowanie się nie zgadzam ,automatyzacja działań,"Tak, brał_m udział w kursach/szkoleniach;"
60,10/21/25 16:34:01,10/21/25 16:38:54,anonymous,,,"Zarządzam zespołem lub projektem (mam samodzielne stanowisko lub mam podległe osoby, odpowiadam za ich pracę, raportuję do Zarządu)",od 1 do 3 lat,codzienność,Korzystam obecnie,Korzystam obecnie,Korzystał_m kiedyś,Korzystam obecnie,"Tak, zarówno w życiu prywatnym jak i w pracy",Kilka razy dziennie,"Tworzenie tekstów lub treści (np. raporty, e-maile, prezentacje);Analiza danych;Wyszukiwanie i podsumowywanie informacji;grafika;",5,Tak,Postrzegam AI jako szansę – może odciążyć mnie od rutyny i wspierać kreatywność oraz działania strategiczne.,"Efektywność – szybsza realizacja codziennych zadań. ;Jakość – lepsze, bardziej precyzyjne efekty mojej pracy. ;Motywacja – mniej monotonnych i powtarzalnych zadań ;Organizacja – lepsze planowanie, priorytetyzacja i zarządzanie zadaniami.;Zaangażowanie – możliwość skupienia się na zadaniach o większym znaczeniu dla zespołu i dla klubu;Decyzje – łatwiejsze podejmowanie istotnych decyzji dzięki analizie danych;",Zdecydowanie się nie zgadzam ,Raczej się nie zgadzam ,Raczej się nie zgadzam ,Zdecydowanie się nie zgadzam ,Zdecydowanie się nie zgadzam ,Zdecydowanie się nie zgadzam ,automatyzacja procesów,"Tak, brał_m udział w kursach/szkoleniach;Tak, oglądał_m przewodniki, filmy na YouTube lub innych kanałach;"
61,10/21/25 16:32:10,10/21/25 16:39:08,anonymous,,,"Zarządzam zespołem lub projektem (mam samodzielne stanowisko lub mam podległe osoby, odpowiadam za ich pracę, raportuję do Zarządu)",więcej niż 6 lat,"Ulatwienie,  kombinowanie, przekłamane informacje, fake news  ",Korzystał_m kiedyś,Nigdy nie korzystał_m ,Korzystam obecnie,Nigdy nie korzystał_m ,"Tak, zarówno w życiu prywatnym jak i w pracy",Kilka razy w miesiącu,Wyszukiwanie i podsumowywanie informacji;,4,Nie,"AI mnie ciekawi – chciał_bym sprawdzić, jak AI może usprawnić moją pracę.","Jakość – lepsze, bardziej precyzyjne efekty mojej pracy. ;Motywacja – mniej monotonnych i powtarzalnych zadań ;Zaangażowanie – możliwość skupienia się na zadaniach o większym znaczeniu dla zespołu i dla klubu;Decyzje – łatwiejsze podejmowanie istotnych decyzji dzięki analizie danych;Organizacja – lepsze planowanie, priorytetyzacja i zarządzanie zadaniami.;Efektywność – szybsza realizacja codziennych zadań. ;",Neutralnie,Neutralnie,Neutralnie,Raczej się zgadzam ,Raczej się zgadzam ,Neutralnie,,Nie korzystał_m z żadnych usług/ produktów;
62,10/21/25 16:50:55,10/21/25 16:55:40,anonymous,,,"Zarządzam zespołem lub projektem (mam samodzielne stanowisko lub mam podległe osoby, odpowiadam za ich pracę, raportuję do Zarządu)",więcej niż 6 lat,"szybkość, zagadkowość",Korzystam obecnie,Nigdy nie korzystał_m ,Nigdy nie korzystał_m ,Nigdy nie korzystał_m ,"Tak, zarówno w życiu prywatnym jak i w pracy",Kilka razy w tygodniu,"Tworzenie tekstów lub treści (np. raporty, e-maile, prezentacje);Automatyzacja powtarzalnych zadań;Wyszukiwanie i podsumowywanie informacji;",3,Tak,"AI mnie ciekawi – chciał_bym sprawdzić, jak AI może usprawnić moją pracę.","Efektywność – szybsza realizacja codziennych zadań. ;Jakość – lepsze, bardziej precyzyjne efekty mojej pracy. ;Organizacja – lepsze planowanie, priorytetyzacja i zarządzanie zadaniami.;Zaangażowanie – możliwość skupienia się na zadaniach o większym znaczeniu dla zespołu i dla klubu;Motywacja – mniej monotonnych i powtarzalnych zadań ;Decyzje – łatwiejsze podejmowanie istotnych decyzji dzięki analizie danych;",Raczej się nie zgadzam ,Raczej się nie zgadzam ,Neutralnie,Zdecydowanie się zgadzam ,Neutralnie,Neutralnie,jak sprawniej korzystać z AI,Nie korzystał_m z żadnych usług/ produktów;
63,10/21/25 16:25:00,10/21/25 16:57:45,anonymous,,,"Zarządzam zespołem lub projektem (mam samodzielne stanowisko lub mam podległe osoby, odpowiadam za ich pracę, raportuję do Zarządu)",więcej niż 6 lat,"ekscytacja, ułatwienie pracy i codziennego życia, niechronny kierunek, przewaga, nowe możliwości",Korzystam obecnie,Nigdy nie korzystał_m ,Korzystał_m kiedyś,Korzystał_m kiedyś,"Tak, zarówno w życiu prywatnym jak i w pracy",Kilka razy dziennie,"Tworzenie tekstów lub treści (np. raporty, e-maile, prezentacje);Analiza danych;Wyszukiwanie i podsumowywanie informacji;Wsparcie w podejmowaniu decyzji;",4,Tak,"AI jest dla mnie wyzwaniem – wymaga nauki i adaptacji, ale wspiera mój rozwój zawodowy.","Jakość – lepsze, bardziej precyzyjne efekty mojej pracy. ;Efektywność – szybsza realizacja codziennych zadań. ;Decyzje – łatwiejsze podejmowanie istotnych decyzji dzięki analizie danych;Organizacja – lepsze planowanie, priorytetyzacja i zarządzanie zadaniami.;Zaangażowanie – możliwość skupienia się na zadaniach o większym znaczeniu dla zespołu i dla klubu;Motywacja – mniej monotonnych i powtarzalnych zadań ;",Zdecydowanie się nie zgadzam ,Zdecydowanie się zgadzam ,Neutralnie,Raczej się nie zgadzam ,Raczej się nie zgadzam ,Zdecydowanie się nie zgadzam ,"niezbędne jest wdrożenie narzędzi, szkolenie i wprowadzenie korzystania z AI jako standardu, ale według wypracowanych w organizacji procesów","Tak, brał_m udział w kursach/szkoleniach;Tak, czytał_m książki/ publikacje naukowe;Tak, oglądał_m przewodniki, filmy na YouTube lub innych kanałach;"
64,10/21/25 17:10:34,10/21/25 17:19:10,anonymous,,,"Mam stanowisko specjalistyczne (jestem członkiem zespołu, realizuję zadania pod kierunkiem osoby zarządzającej zespołem)",od 6 miesięcy do 1 roku,Pomoc ,Korzystam obecnie,Nigdy nie korzystał_m ,Korzystał_m kiedyś,Nigdy nie korzystał_m ,"Tak, zarówno w życiu prywatnym jak i w pracy",Kilka razy w tygodniu,Analiza danych;,3,Tak,"Nie ma to dla mnie znaczenia, nie wydaje mi się, aby AI wpływało na moją obecną pracę.","Efektywność – szybsza realizacja codziennych zadań. ;Decyzje – łatwiejsze podejmowanie istotnych decyzji dzięki analizie danych;Zaangażowanie – możliwość skupienia się na zadaniach o większym znaczeniu dla zespołu i dla klubu;Organizacja – lepsze planowanie, priorytetyzacja i zarządzanie zadaniami.;Jakość – lepsze, bardziej precyzyjne efekty mojej pracy. ;Motywacja – mniej monotonnych i powtarzalnych zadań ;",Zdecydowanie się zgadzam ,Neutralnie,Neutralnie,Neutralnie,Zdecydowanie się zgadzam ,Zdecydowanie się nie zgadzam ,To zależy od wielu czynników ,"Tak, czytał_m książki/ publikacje naukowe;Tak, brał_m udział w kursach/szkoleniach;Tak, oglądał_m przewodniki, filmy na YouTube lub innych kanałach;"
65,10/21/25 17:24:20,10/21/25 17:27:35,anonymous,,,"Zarządzam zespołem lub projektem (mam samodzielne stanowisko lub mam podległe osoby, odpowiadam za ich pracę, raportuję do Zarządu)",do 6 miesięcy,"GPT , GROOK",Korzystam obecnie,Korzystam obecnie,Korzystał_m kiedyś,Korzystam obecnie,"Tak, zarówno w życiu prywatnym jak i w pracy",Kilka razy w tygodniu,Analiza danych;Wyszukiwanie i podsumowywanie informacji;,5,Tak,Postrzegam AI jako szansę – może odciążyć mnie od rutyny i wspierać kreatywność oraz działania strategiczne.,"Efektywność – szybsza realizacja codziennych zadań. ;Motywacja – mniej monotonnych i powtarzalnych zadań ;Organizacja – lepsze planowanie, priorytetyzacja i zarządzanie zadaniami.;Zaangażowanie – możliwość skupienia się na zadaniach o większym znaczeniu dla zespołu i dla klubu;Decyzje – łatwiejsze podejmowanie istotnych decyzji dzięki analizie danych;Jakość – lepsze, bardziej precyzyjne efekty mojej pracy. ;",Raczej się nie zgadzam ,Raczej się nie zgadzam ,Raczej się nie zgadzam ,Raczej się nie zgadzam ,Raczej się zgadzam ,Zdecydowanie się zgadzam ,Jak bardziej i efektywniej wykorzystywać planery,Nie korzystał_m z żadnych usług/ produktów;
66,10/21/25 17:36:27,10/21/25 17:40:12,anonymous,,,"Zarządzam zespołem lub projektem (mam samodzielne stanowisko lub mam podległe osoby, odpowiadam za ich pracę, raportuję do Zarządu)",więcej niż 6 lat,"Czat GPT, Sora, Veo3",Korzystam obecnie,Korzystam obecnie,Korzystam obecnie,Korzystam obecnie,"Tak, zarówno w życiu prywatnym jak i w pracy",Kilka razy w tygodniu,Wyszukiwanie i podsumowywanie informacji;,3,Tak,"AI jest dla mnie wyzwaniem – wymaga nauki i adaptacji, ale wspiera mój rozwój zawodowy.","Efektywność – szybsza realizacja codziennych zadań. ;Jakość – lepsze, bardziej precyzyjne efekty mojej pracy. ;Organizacja – lepsze planowanie, priorytetyzacja i zarządzanie zadaniami.;Decyzje – łatwiejsze podejmowanie istotnych decyzji dzięki analizie danych;Zaangażowanie – możliwość skupienia się na zadaniach o większym znaczeniu dla zespołu i dla klubu;Motywacja – mniej monotonnych i powtarzalnych zadań ;",Zdecydowanie się zgadzam ,Zdecydowanie się zgadzam ,Zdecydowanie się zgadzam ,Raczej się nie zgadzam ,Zdecydowanie się zgadzam ,Zdecydowanie się nie zgadzam ,,Nie korzystał_m z żadnych usług/ produktów;
